====================================================================================================
Initialization complete: designer ready.
----------------------------------------------------------------------------------------------------
Number of model parameters              : 2
Number of candidates                    : 9261
Number of responses                     : 7
Number of measured responses            : 7
Number of time-invariant controls       : 3
====================================================================================================
############################### Computing Optimal Experiment Design ################################
Started on                              : 2022-07-01 09:31:32.655637
Criterion                               : d_opt_criterion
Pseudo-bayesian                         : False
Dynamic                                 : False
Time-invariant Controls                 : True
Time-varying Controls                   : False
Number of Candidates                    : 9261
---------------------------------------[Sensitivity Analysis]---------------------------------------
Use Finite Difference                   : True
Richardson Extrapolation Steps          : 5
----------------------------------------------------------------------------------------------------
[Candidate   927/9261]: time elapsed          983.92 seconds.
[Candidate  1854/9261]: time elapsed         1976.36 seconds.
[Candidate  2781/9261]: time elapsed         2878.58 seconds.
[Candidate  3708/9261]: time elapsed         3730.72 seconds.
[Candidate  4635/9261]: time elapsed         4687.03 seconds.
[Candidate  5562/9261]: time elapsed         5674.06 seconds.
[Candidate  6489/9261]: time elapsed         6729.51 seconds.
Warning: Negative final concentration for the following initial concentrations: (0.11499999999999998, 0.12199999999999998, 0.022294981363041342, 1e-18, 0.04)
Warning: Negative final concentration for the following initial concentrations: (0.11499999999999998, 0.12199999999999998, 0.022294981363041342, 1e-18, 0.04)
Warning: Negative final concentration for the following initial concentrations: (0.11499999999999998, 0.12199999999999998, 0.022294981363041342, 1e-18, 0.04)
Warning: Negative final concentration for the following initial concentrations: (0.11499999999999998, 0.12199999999999998, 0.022294981363041342, 1e-18, 0.04)
Warning: Negative final concentration for the following initial concentrations: (0.11499999999999998, 0.12199999999999998, 0.022294981363041342, 1e-18, 0.04)
Warning: Negative final concentration for the following initial concentrations: (0.11499999999999998, 0.12199999999999998, 0.022294981363041342, 1e-18, 0.04)
[Candidate  7416/9261]: time elapsed         7856.06 seconds.
Warning: Negative final concentration for the following initial concentrations: (0.129, 0.136, 0.022420164488948093, 1e-18, 0.04)
[Candidate  8343/9261]: time elapsed         9058.15 seconds.
Warning: Negative final concentration for the following initial concentrations: (0.143, 0.11499999999999998, 0.020213135934194847, 1e-18, 0.04)
[Candidate  9261/9261]: time elapsed        10185.23 seconds.
----------------------------------------------------------------------------------------------------


Problem
  Name                   :                 
  Objective sense        : min             
  Type                   : CONIC (conic optimization problem)
  Constraints            : 18564           
  Cones                  : 2               
  Scalar variables       : 9285            
  Matrix variables       : 2               
  Integer variables      : 0               

Optimizer started.
Problem
  Name                   :                 
  Objective sense        : min             
  Type                   : CONIC (conic optimization problem)
  Constraints            : 18564           
  Cones                  : 2               
  Scalar variables       : 9285            
  Matrix variables       : 2               
  Integer variables      : 0               

Optimizer  - threads                : 6               
Optimizer  - solved problem         : the primal      
Optimizer  - Constraints            : 22
Optimizer  - Cones                  : 4
Optimizer  - Scalar variables       : 9267              conic                  : 12              
Optimizer  - Semi-definite variables: 1                 scalarized             : 10              
Factor     - setup time             : 0.00              dense det. time        : 0.00            
Factor     - ML order time          : 0.00              GP order time          : 0.00            
Factor     - nonzeros before factor : 154               after factor           : 154             
Factor     - dense dim.             : 0                 flops                  : 1.01e+05        
ITE PFEAS    DFEAS    GFEAS    PRSTATUS   POBJ              DOBJ              MU       TIME  
46  2.5e-13  4.6e-10  5.0e-15  -1.14e-01  1.111070906e+01   1.111080936e+01   1.2e-13  0.20  
47  6.8e-14  5.7e-10  1.2e-15  -1.15e-03  1.179355956e+01   1.179364556e+01   3.1e-14  0.20  
48  5.5e-14  6.3e-10  1.0e-15  -5.94e-02  1.190510962e+01   1.190520133e+01   2.5e-14  0.20  
49  1.5e-14  8.1e-10  2.9e-16  3.20e-03   1.257210489e+01   1.257219921e+01   7.0e-15  0.22  
50  5.9e-15  1.2e-09  1.1e-16  1.70e-01   1.303587627e+01   1.303596491e+01   2.8e-15  0.22  
51  1.7e-15  1.5e-09  3.1e-17  1.68e-01   1.357535884e+01   1.357544693e+01   7.8e-16  0.22  
52  8.9e-16  1.8e-09  1.9e-17  6.78e-02   1.393792782e+01   1.393803790e+01   4.1e-16  0.23  
53  5.6e-16  1.9e-09  1.1e-17  2.54e-01   1.417251993e+01   1.417261065e+01   2.6e-16  0.23  
54  3.7e-16  2.1e-09  6.8e-18  2.62e-01   1.447159693e+01   1.447167978e+01   1.7e-16  0.23  
55  1.2e-16  2.4e-09  2.0e-18  2.29e-01   1.488171682e+01   1.488178834e+01   5.5e-17  0.25  
56  7.7e-17  3.0e-09  1.5e-18  -1.07e-01  1.514448925e+01   1.514459249e+01   3.4e-17  0.25  
57  6.7e-17  3.0e-09  5.3e-19  4.82e-02   1.565969784e+01   1.565978426e+01   1.3e-17  0.27  
58  1.1e-17  4.4e-09  1.8e-19  1.41e-01   1.616334348e+01   1.616341931e+01   4.9e-18  0.27  
59  5.6e-18  6.0e-09  9.4e-20  7.45e-02   1.652027156e+01   1.652035272e+01   2.4e-18  0.28  
60  8.9e-18  7.1e-09  6.3e-20  1.30e-01   1.664461029e+01   1.664469083e+01   1.6e-18  0.28  
61  4.0e-17  1.0e-08  1.7e-20  1.48e-01   1.737333289e+01   1.737340809e+01   4.6e-19  0.30  
62  3.2e-17  1.1e-08  1.5e-20  -8.32e-02  1.743162355e+01   1.743170407e+01   4.0e-19  0.30  
63  3.0e-17  1.4e-08  1.0e-20  -5.75e-02  1.762395975e+01   1.762405045e+01   2.5e-19  0.31  
64  7.1e-17  1.8e-08  2.5e-21  4.18e-02   1.834272915e+01   1.834281094e+01   6.6e-20  0.31  
65  3.9e-16  1.8e-08  2.5e-21  -5.09e-02  1.835315753e+01   1.835324015e+01   6.4e-20  0.31  
66  2.3e-16  1.9e-08  2.3e-21  -4.48e-02  1.838089425e+01   1.838097865e+01   5.9e-20  0.33  
Optimizer terminated. Time: 0.33    


Interior-point solution summary
  Problem status  : ILL_POSED
  Solution status : PRIMAL_ILLPOSED_CER
  Dual.    obj: 4.3177161985e-07    nrm: 5e+03    Viol.  con: 7e-24    var: 2e-08    barvar: 2e-08    cones: 0e+00  
